iso.j,name.j,years.j,props.tot.j,props.modern.j,props.trad.j,start.j,end.j,age.cat.j,source.j,poptype.j,geo.j,posbias.j,folkbias.j,mod.bias.j,probe.bias.j,props.unmet.j,source.unmet.j,rounded.up,less.than.1.pc,se.logR.trad.nouse,se.logR.modern.nouse,se.logR.unmet.noneed,include.trad.ses,include.modern.ses,include.unmet.ses
760,Syrian Arab Republic,2001.893151,0.466,0.351,0.115,2001.832877,2001.953425,0,Other,MW,,,,,1,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
760,Syrian Arab Republic,2006.4109589999998,0.582942944,0.463162713,0.119780231,2006.328767,2006.493151,0,MICS,MW,,,,,1,NA,Other,FALSE,FALSE,0.035020418,0.023442536,NaN,1,1,0
604,Peru,2016.5737705000001,0.762,0.543,0.219,2016.185792,2016.961749,0,DHS,MW,,,Including folk methods.,,0,0.06,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
604,Peru,2015.5712325,0.746,0.533,0.213,2015.175342,2015.967123,0,DHS,MW,,,Including folk methods.,,0,0.065,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
604,Peru,2007.9153004999998,0.724364923,0.487737152,0.236627771,2007,2008.830601,0,DHS,MW,,,,,0,0.125833394,DHS,FALSE,FALSE,0.035216282,0.031556819,0.047837731,1,1,1
604,Peru,2011.579452,0.753807485,0.51101839,0.242789096,2011.161644,2011.99726,0,DHS,MW,,,,,0,0.097224648,DHS,FALSE,FALSE,0.034199754,0.0291157,0.049210696,1,1,1
604,Peru,1991.9969234999999,0.589772568,0.328015327,0.261757241,1991.747945,1992.245902,0,DHS,MW,,,,,0,0.216302355,DHS,FALSE,FALSE,0.03178444,0.032593544,0.038406533,1,1,1
604,Peru,2009.5369865,0.731965598,0.499628753,0.232336844,2009.161644,2009.912329,0,DHS,MW,,,,,0,0.111027917,DHS,FALSE,FALSE,0.033405828,0.029529497,0.043083681,1,1,1
604,Peru,2017.561644,0.754,0.545,0.209,2017.164384,2017.958904,0,DHS,MW,,,Including folk methods.,,0,0.064546504,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
604,Peru,1977.9534245,0.314,0.112,0.202,1977.49589,1978.410959,0,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
604,Peru,2013.5369865,0.74,0.513,0.227,2013.161644,2013.912329,0,DHS,MW,,,Including folk methods.,,0,0.09,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
604,Peru,1996.7472675,0.642269534,0.413469295,0.228800239,1996.581967,1996.912568,0,DHS,MW,,,,,0,0.176860903,DHS,FALSE,FALSE,0.027529769,0.028068418,0.033388886,1,1,1
604,Peru,2014.579452,0.746,0.522,0.224,2014.161644,2014.99726,0,DHS,MW,,,Including folk methods.,,0,0.086,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
604,Peru,2000.704918,0.688766546,0.504220043,0.184546503,2000.497268,2000.912568,0,DHS,MW,,,,,0,0.143909146,DHS,FALSE,FALSE,0.029775671,0.02717583,0.035777682,1,1,1
604,Peru,2012.5806010000001,0.754945073,0.517951906,0.236993167,2012.163934,2012.997268,0,DHS,MW,,,,,0,0.095418998,DHS,FALSE,FALSE,0.03375768,0.032075267,0.043587349,1,1,1
604,Peru,1969.5,0.26,0.1,0.16,1969,1970,0,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
604,Peru,1981,0.41,0.1763,0.2337,1981,1981,0,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
604,Peru,2018.520548,0.763,0.55,0.213,2018.084932,2018.956164,0,DHS,MW,,,Including folk methods.,,0,0.063,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
604,Peru,1986.8315065000002,0.457586207,0.230344828,0.227241379,1986.665753,1986.99726,0,DHS,MW,,,,,0,0.277,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
604,Peru,2010.579452,0.743702279,0.505016299,0.23868598,2010.161644,2010.99726,0,DHS,MW,,,,,0,0.105318696,DHS,FALSE,FALSE,0.03164159,0.030284083,0.045228114,1,1,1
604,Peru,2006.3835614999998,0.713730136,0.474169336,0.239560799,2006.021918,2006.745205,0,DHS,MW,,,,,0,0.122996449,DHS,FALSE,FALSE,0.036401899,0.03372014,0.049402012,1,1,1
140,Central African Republic,1994.9547945,0.147710506,0.032340148,0.115370358,1994.665753,1995.243836,0,DHS,MW,,,,,0,0.190704458,DHS,FALSE,FALSE,0.059208768,0.112719186,0.056384063,1,1,1
140,Central African Republic,2000,0.279427423,0.115524645,0.163902778,2000,2000,0,MICS,MW,,,,,0,NA,Other,FALSE,FALSE,0.044536774,0.043412555,NaN,1,1,0
140,Central African Republic,2006.6739725,0.190158118,0.102319124,0.087838995,2006.49589,2006.852055,0,MICS,MW,,,,,1,NA,Other,FALSE,FALSE,0.075701079,0.059402157,NaN,1,1,0
140,Central African Republic,2010.7438355,0.151804408,0.113315349,0.038489059,2010.471233,2011.016438,0,MICS,MW,,,,,1,0.27,Other,FALSE,FALSE,0.093542867,0.064462631,0.03432497,1,1,1
268,Georgia,2009.369863,0.322,0.23,0.092,2009.246575,2009.493151,+,Other,MW,,,,-,1,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
268,Georgia,2005.412329,0.473,0.266,0.207,2005.161644,2005.663014,?,Other,MW,,,,,0,0.163,Other,FALSE,FALSE,NA,NA,NA,0,0,0
268,Georgia,2006.2849314999999,0.459,0.314,0.145,2006.161644,2006.408219,+,Other,MW,,,,+,1,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
268,Georgia,2005.9150685,0.315426545,0.216298538,0.099128008,2005.832877,2005.99726,0,MICS,MW,,,,,1,NA,Other,FALSE,FALSE,0.061576254,0.049030307,NaN,1,1,0
268,Georgia,2018.8315065000002,0.405283268,0.324739564,0.080543704,2018.665753,2018.99726,0,MICS,MW,,,,,0,0.237,Other,FALSE,FALSE,NA,NA,NA,0,0,0
268,Georgia,2000.0393895,0.405,0.198,0.207,1999.832877,2000.245902,?,Other,MW,,,,,0,0.238,Other,FALSE,FALSE,NA,NA,NA,0,0,0
268,Georgia,2010.9534245,0.532,0.347,0.185,2010.747945,2011.158904,?,Other,MW,,,,,0,0.123,Other,FALSE,FALSE,NA,NA,NA,0,0,0
52,Barbados,1988,0.55,0.5335,0.0165,1988,1988,?,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
52,Barbados,2012.580601,0.592068501,0.553845747,0.038222754,2012.330601,2012.830601,0,MICS,MW,,,,,1,0.199,Other,FALSE,FALSE,NA,NA,NA,0,0,0
52,Barbados,1980.5,0.465433491,0.446240093,0.019193398,1980,1981,0,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
634,Qatar,1987,0.323,0.289,0.034,1987,1987,0,Other,MW,,,,,1,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
634,Qatar,2012,0.375218523,0.342794294,0.032424229,2012,2012,0,MICS,MW,,,,,1,0.124,Other,FALSE,FALSE,NA,NA,NA,0,0,0
634,Qatar,1998,0.432,0.323,0.109,1998,1998,0,Other,MW,Data pertain to nationals of the country.,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
72,Botswana,2000.4849725,0.444,0.421,0.023,2000.39071,2000.579235,0,MICS,MW,,,,,1,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
72,Botswana,1988.7896175,0.33,0.317,0.013,1988.581967,1988.997268,0,DHS,MW,,,,,0,0.269,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
72,Botswana,1984.3306010000001,0.193,0.186,0.007,1984.163934,1984.497268,0,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
792,Turkey,2018.941096,0.698,0.489,0.209,2018.772603,2019.109589,0,NS,MW,,,,,0,0.116,Other,FALSE,FALSE,NA,NA,NA,0,0,0
792,Turkey,1968,0.391,0.093,0.298,1968,1968,?,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
792,Turkey,1993.7054795,0.625693857,0.345161385,0.280532472,1993.580822,1993.830137,0,DHS,MW,,,,,0,0.145881779,DHS,FALSE,FALSE,0.045207945,0.042607685,0.054736129,1,1,1
792,Turkey,2004.163818,0.722202969,0.438207664,0.283995305,2003.915068,2004.412568,0,DHS,MW,,,,,0,0.094998371,DHS,FALSE,FALSE,0.049936873,0.045865685,0.071105092,1,1,1
792,Turkey,1973,0.368,0.114,0.254,1973,1973,?,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
792,Turkey,1978,0.504,0.178,0.326,1978,1978,0,Other,MW,,+,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
792,Turkey,2008.8401640000002,0.730072048,0.460787783,0.269284265,2008.748634,2008.931694,0,DHS,MW,,,,,0,0.086008836,DHS,FALSE,FALSE,0.044995622,0.040525311,0.058130353,1,1,1
792,Turkey,2013.8767125,0.734064668,0.474144947,0.259919721,2013.70411,2014.049315,0,NS,MW,,,,,0,0.112637445,Other,FALSE,FALSE,0,0,0,1,1,1
792,Turkey,1983,0.506,0.224,0.282,1983,1983,0,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
792,Turkey,1963,0.277,0.067,0.21,1963,1963,?,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
792,Turkey,1988,0.633,0.31,0.323,1988,1988,?,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
792,Turkey,1998.7465754999998,0.638652618,0.377345939,0.261306679,1998.580822,1998.912329,0,DHS,MW,,,,,0,0.140870407,DHS,FALSE,FALSE,0.04327032,0.040346913,0.048817827,1,1,1
192,Cuba,2000.5806010000001,0.733,0.721,0.012,2000.497268,2000.663934,0,MICS,SA,,,,,1,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
192,Cuba,2014.412329,0.737198748,0.721514273,0.015684475,2014.084932,2014.739726,0,MICS,MW,,,,,1,0.080220903,Other,FALSE,FALSE,0.285787085,0.077051562,0.118044851,1,1,1
192,Cuba,2011.079452,0.743154866,0.731753165,0.011401701,2010.832877,2011.326027,0,MICS,MW,,,,,1,0.091,Other,FALSE,FALSE,0.225554761,0.067251521,0.111683531,1,1,1
192,Cuba,1987.8739725,0.69,0.67,0.02,1987.832877,1987.915068,0,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
192,Cuba,2006.3273975,0.725948368,0.71611623,0.009832138,2006.161644,2006.493151,0,MICS,AL,,,,,1,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
340,Honduras,1984.5848154999999,0.35,0.304,0.046,1984.084699,1985.084932,?,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
340,Honduras,2006.079452,0.652322528,0.563600666,0.088721862,2005.747945,2006.410959,0,DHS,MW,,,,,0,0.167790089,DHS,FALSE,FALSE,0.044958927,0.026191698,0.038013613,1,1,1
340,Honduras,1987.6589045,0.405,0.329,0.076,1987.432877,1987.884932,?,NS,MW,,,,,0,0.158,Other,FALSE,FALSE,NA,NA,NA,0,0,0
340,Honduras,2012.122494,0.732286408,0.638455752,0.093830656,2011.665753,2012.579235,0,DHS,MW,,,,,0,0.105793157,DHS,FALSE,FALSE,0.039919173,0.02469287,0.039351398,1,1,1
340,Honduras,2001.4150685,0.618160838,0.509645783,0.108515055,2001.084932,2001.745205,?,Other,MW,,,,,0,0.112,Other,FALSE,FALSE,NA,NA,NA,0,0,0
340,Honduras,1996.3729509999998,0.493,0.403,0.09,1996,1996.745902,?,Other,MW,,,,,1,0.18,Other,FALSE,FALSE,NA,NA,NA,0,0,0
340,Honduras,1991.5,0.467,0.347,0.12,1991,1992,?,Other,MW,,,,,0,0.132,Other,FALSE,FALSE,NA,NA,NA,0,0,0
340,Honduras,1981,0.269,0.236,0.033,1981,1981,0,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
356,India,1992.9969194999999,0.405705252,0.363037645,0.042667607,1992.248634,1993.745205,0,DHS,MW,,,,,0,0.203820049,DHS,FALSE,FALSE,0.036399022,0.017275578,0.01462399,1,1,1
356,India,2003,0.53,0.457,0.073,2002,2004,?,NS,MW,,,,,0,0.211,Other,FALSE,FALSE,NA,NA,NA,0,0,0
356,India,1988,0.449,0.399,0.05,1988,1988,?,NS,HW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
356,India,1980.5,0.354,0.281,0.073,1980,1981,?,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
356,India,2008.454802,0.548,0.482,0.066,2007.915068,2008.994536,0,NS,MW,,,,,0,0.205,Other,FALSE,FALSE,NA,NA,NA,0,0,0
356,India,2000,0.469,0.423,0.046,2000,2000,0,MICS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
356,India,1970.99589,0.136,0.095,0.041,1970.49589,1971.49589,?,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
356,India,1999.4150685,0.482344776,0.428494639,0.053850137,1998.832877,1999.99726,0,DHS,MW,,,,,0,0.160978206,DHS,FALSE,FALSE,0.033372293,0.01893678,0.015558888,1,1,1
356,India,2006.2479455,0.563311899,0.485335901,0.077975998,2005.832877,2006.663014,0,DHS,MW,,,,,0,0.1391182,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
356,India,2015.987776,0.53540223,0.477579169,0.057823061,2015.052055,2016.923497,0,DHS,MW,,,,,0,0.128576009,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
780,Trinidad and Tobago,2011.8260275,0.402932286,0.375876602,0.027055684,2011.810959,2011.841096,0,MICS,MW,,,,,1,0.243,Other,FALSE,FALSE,NA,NA,NA,0,0,0
780,Trinidad and Tobago,2000.1639344999999,0.382321041,0.3329718,0.049349241,2000.120219,2000.20765,0,MICS,MW,,,,,0,NA,Other,FALSE,FALSE,0.060994791,0.066925932,NaN,1,1,0
780,Trinidad and Tobago,2006.368493,0.425173784,0.381039514,0.044134269,2006.29863,2006.438356,0,MICS,MW,,,,,1,0.267,Other,FALSE,FALSE,0.115098484,0.050690415,NaN,1,1,0
780,Trinidad and Tobago,1977,0.52,0.46,0.06,1977,1977,0,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
780,Trinidad and Tobago,1987.4958904999999,0.526939243,0.444401987,0.082537256,1987.328767,1987.663014,0,DHS,MW,,,,,0,0.161,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
586,Pakistan,1975.6630135,0.054,0.039,0.015,1975.328767,1975.99726,0,Other,MW,,,,,1,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
586,Pakistan,1995.036986,0.178,0.126,0.052,1994.846575,1995.227397,0,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
586,Pakistan,1991.1630135,0.118420077,0.090144871,0.028275206,1990.915068,1991.410959,0,DHS,MW,,,,,0,0.304718252,DHS,FALSE,FALSE,0.118721385,0.065617577,0.044041156,1,1,1
586,Pakistan,1996.5,0.239,0.169,0.07,1996,1997,0,NS,MW,,,,,0,0.375,Other,FALSE,FALSE,NA,NA,NA,0,0,0
586,Pakistan,2005.5,0.259,0.184,0.075,2005,2006,0,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
586,Pakistan,2003,0.32,0.252,0.068,2003,2003,0,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
586,Pakistan,2017.9109585,0.341764821,0.250117985,0.091646836,2017.49589,2018.326027,0,DHS,MW,,,,,0,0.173127682,DHS,FALSE,FALSE,0.066200185,0.040290921,0.038098386,1,1,1
586,Pakistan,2000.874317,0.276,0.2021,0.0739,2000.748634,2001,0,NS,MW,,,,,0,0.33,Other,FALSE,FALSE,NA,NA,NA,0,0,0
586,Pakistan,1984.996235,0.091,0.076258,0.014742,1984.748634,1985.243836,0,Other,MW,,+,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
586,Pakistan,2006.9123285,0.296030602,0.217466743,0.078563859,2006.665753,2007.158904,0,DHS,MW,,,,,0,0.251573966,DHS,FALSE,FALSE,0.059912601,0.037096116,0.029648532,1,1,1
586,Pakistan,2007.995213,0.27,0.193,0.077,2007.49589,2008.494536,0,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
586,Pakistan,1993.4109589999998,0.216,0.176,0.04,1993.328767,1993.493151,0,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
586,Pakistan,2013.0373305,0.354092553,0.260975888,0.093116665,2012.748634,2013.326027,0,DHS,MW,,,,,0,0.200847433,DHS,FALSE,FALSE,0.05897193,0.038218537,0.03677573,1,1,1
854,Burkina Faso,2003.663014,0.137790166,0.087662704,0.050127463,2003.413699,2003.912329,0,DHS,MW,,,,,0,0.298314345,DHS,FALSE,FALSE,0.081420636,0.070624293,0.032437786,1,1,1
854,Burkina Faso,2014.747945,0.208516108,0.201869776,0.006646333,2014.665753,2014.830137,0,PMA,MW,,,,,0,0.331745463,Other,FALSE,FALSE,0.296806508,0.144281833,0.134645882,1,1,1
854,Burkina Faso,2017.9575345,0.316686126,0.301585172,0.015100954,2017.832877,2018.082192,0,PMA,MW,,,,,0,0.227987605,Other,FALSE,FALSE,0.214875271,0.111682489,0.098128619,1,1,1
854,Burkina Faso,1993.0795685,0.079307016,0.04185774,0.037449276,1992.915301,1993.243836,0,DHS,MW,,,,,0,0.245871983,DHS,FALSE,FALSE,0.11557096,0.080160923,0.050653082,1,1,1
854,Burkina Faso,2018.99863,0.324846402,0.306761788,0.018084614,2018.915068,2019.082192,0,PMA,MW,,,,,0,0.231977913,Other,FALSE,FALSE,0.19710433,0.088601589,0.09887889,1,1,1
854,Burkina Faso,1999.0383565000002,0.118690367,0.048296047,0.070394321,1998.832877,1999.243836,0,DHS,MW,,,,,0,0.302921865,DHS,FALSE,FALSE,0.12798552,0.084225153,0.042075263,1,1,1
854,Burkina Faso,2016.288251,0.255221367,0.242796451,0.012424916,2016.163934,2016.412568,0,PMA,MW,,,,,0,0.286317923,Other,FALSE,FALSE,0.206103931,0.104601259,0.090748626,1,1,1
854,Burkina Faso,2006.3438355,0.174709003,0.143290945,0.031418058,2006.238356,2006.449315,0,MICS,MW,,,,,1,NA,Other,FALSE,FALSE,0.208926326,0.103072659,NaN,1,1,0
854,Burkina Faso,2010.7054795,0.161771285,0.15016405,0.011607235,2010.328767,2011.082192,0,DHS,MW,,,,,0,0.245046235,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
854,Burkina Faso,2016.9577625000002,0.254184477,0.24517745,0.009007027,2016.833333,2017.082192,0,PMA,MW,,,,,0,0.290538986,Other,FALSE,FALSE,0.237973115,0.082178074,0.097741313,1,1,1
854,Burkina Faso,2014.7465750000001,0.181222747,0.180222747,0.001,2014.49589,2014.99726,0,PMA,MW,,,,,1,0.385851229,Other,TRUE,FALSE,1.002381989,0.120411738,0.130648211,1,1,1
328,Guyana,1991.5,0.382,0.369,0.013,1991,1992,?,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
328,Guyana,2006.641096,0.341682221,0.329889505,0.011792716,2006.243836,2007.038356,0,MICS,MW,,,,,1,NA,Other,FALSE,FALSE,0.244715533,0.051507227,NaN,1,1,0
328,Guyana,2014,0.338918888,0.325659128,0.01325976,2014,2014,0,MICS,MW,,,,,1,0.280197394,Other,FALSE,FALSE,0.182622351,0.05060139,0.059919965,1,1,1
328,Guyana,2000.7062839999999,0.372924049,0.362919126,0.010004923,2000.581967,2000.830601,0,MICS,MW,,,,,1,NA,Other,FALSE,FALSE,0.223800999,0.053663026,NaN,1,1,0
328,Guyana,2009.369863,0.424841819,0.399543789,0.025298031,2009.161644,2009.578082,0,DHS,MW,,,,,0,0.284589502,DHS,FALSE,FALSE,0.148602451,0.050155794,0.058382209,1,1,1
328,Guyana,2005.579452,0.346,0.336,0.01,2005.413699,2005.745205,0,NS,MW,,,Including folk methods.,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
328,Guyana,1975.4109589999998,0.308,0.234,0.074,1975.328767,1975.493151,0,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
156,China,2001,0.869,0.862,0.007,2001,2001,0,NS,MW,,,,,0,0.023,Other,FALSE,FALSE,NA,NA,NA,0,0,0
156,China,2017,0.845,0.805,0.04,2017,2017,0,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
156,China,1992.748634,0.846,0.837,0.009,1992.666667,1992.830601,0,NS,EM,,,,,0,0.033,Other,FALSE,FALSE,NA,NA,NA,0,0,0
156,China,2006,0.846,0.84,0.006,2006,2006,0,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
156,China,1982.2465754999998,0.695,0.667,0.028,1982.493151,1982,0,NS,EM,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
156,China,1997.49589,0.838,0.833,0.005,1997.49589,1997.49589,0,NS,MW,,,,,0,0.027,Other,FALSE,FALSE,NA,NA,NA,0,0,0
156,China,1988.5163935,0.711,0.699,0.012,1988.497268,1988.535519,0,NS,EM,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
706,Somalia,2006.6630135,0.145952789,0.011682672,0.134270117,2006.580822,2006.745205,0,MICS,MW,,,,,1,NA,Other,FALSE,FALSE,0.073592452,0.196401096,NaN,1,1,0
706,Somalia,1999,0.08,0.01,0.07,1999,1999,0,MICS,MW,,,,,1,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
384,Côte d’Ivoire,1998.9547945,0.150022076,0.072509006,0.07751307,1998.665753,1999.243836,0,DHS,MW,,,,,0,0.289189715,DHS,FALSE,FALSE,0.133767537,0.130196569,0.073004492,1,1,1
384,Côte d’Ivoire,2017.747945,0.236837973,0.190839374,0.045998599,2017.665753,2017.830137,0,PMA,MW,,,,,0,0.328564922,Other,FALSE,FALSE,0.148758089,0.118397272,0.070588029,1,1,1
384,Côte d’Ivoire,2016.5806010000001,0.15499889,0.142622407,0.012376483,2016.497268,2016.663934,0,MICS,MW,,,,,0,0.305,Other,FALSE,FALSE,NA,NA,NA,0,0,0
384,Côte d’Ivoire,2018.579452,0.232949866,0.196489175,0.036460691,2018.49589,2018.663014,0,PMA,MW,,,,,0,0.275436003,Other,FALSE,FALSE,0.18167056,0.117258065,0.083651798,1,1,1
384,Côte d’Ivoire,1994.663014,0.114030521,0.043128851,0.07090167,1994.413699,1994.912329,0,DHS,MW,,,,,0,0.304159565,DHS,FALSE,FALSE,0.079613801,0.075999522,0.045579886,1,1,1
384,Côte d’Ivoire,1980.5,0.029,0.005,0.024,1980,1981,0,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
384,Côte d’Ivoire,2012.163818,0.181863336,0.124732874,0.057130461,2011.915068,2012.412568,0,DHS,MW,,,,,0,0.271249816,DHS,FALSE,FALSE,0.093834217,0.064652168,0.040509696,1,1,1
384,Côte d’Ivoire,2006.7232875,0.146050961,0.110305416,0.035745545,2006.616438,2006.830137,0,MICS,MW,,,,,1,NA,Other,FALSE,FALSE,0.118911125,0.074740857,NaN,1,1,0
48,Bahrain,1995,0.618,0.306,0.312,1995,1995,0,Other,MW,Data pertain to nationals of the country.,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
48,Bahrain,1989,0.538,0.303,0.235,1989,1989,0,Other,MW,Data pertain to nationals of the country.,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
108,Burundi,2005.856164,0.091070533,0.07821635,0.012854183,2005.715068,2005.99726,0,MICS,MW,,,,,1,NA,Other,FALSE,FALSE,0.149791972,0.066677611,NaN,1,1,0
108,Burundi,2009,0.227,0.196,0.031,2009,2009,0,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
108,Burundi,2012.9153005,0.317,0.3,0.017,2012.833333,2012.997268,0,NS,MW,,,,,1,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
108,Burundi,2002,0.19998,0.08484,0.11514,2002,2002,0,NS,MW,,,,,0,0.29,Other,FALSE,FALSE,NA,NA,NA,0,0,0
108,Burundi,2010.8315069999999,0.218658129,0.177344197,0.041313931,2010.580822,2011.082192,0,DHS,MW,,,,,0,0.32403714,DHS,FALSE,FALSE,0.080369289,0.049687088,0.037287937,1,1,1
108,Burundi,1987.369863,0.087125016,0.012328762,0.074796254,1987.161644,1987.578082,0,DHS,MW,,,,,0,0.251,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
108,Burundi,2016.953769,0.285443379,0.224771124,0.060672255,2016.748634,2017.158904,0,DHS,MW,,,,,0,0.297144665,DHS,FALSE,FALSE,0.054547747,0.035598296,0.030227143,1,1,1
108,Burundi,2000.338798,0.156862745,0.100392157,0.056470588,2000.29235,2000.385246,0,MICS,MW,,,,,1,NA,Other,FALSE,FALSE,0.089547147,0.0937377,NaN,1,1,0
84,Belize,1991.0863015,0.467656529,0.431024646,0.036631883,1991.038356,1991.134247,?,Other,MW,,,,,0,0.257,Other,FALSE,FALSE,NA,NA,NA,0,0,0
84,Belize,2011.519178,0.551568602,0.51983179,0.031736813,2011.446575,2011.591781,0,MICS,MW,,,,,1,0.159,Other,FALSE,FALSE,0.121308024,0.054088398,0.064319466,1,1,1
84,Belize,2006.1643840000002,0.34329639,0.314250174,0.029046217,2006.084932,2006.243836,0,MICS,AL,,,,,1,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
84,Belize,2015.9396135000002,0.513596636,0.484532345,0.029064291,2015.79726,2016.081967,0,MICS,MW,,,,,0,0.222482739,Other,FALSE,FALSE,NA,NA,NA,0,0,0
84,Belize,1999.889041,0.561,0.5095,0.0515,1999.827397,1999.950685,?,NS,MW,,,,,0,0.208,Other,FALSE,FALSE,NA,NA,NA,0,0,0
132,Cabo Verde,1998.412329,0.529,0.46,0.069,1998.161644,1998.663014,0,DHS,MW,,,,,0,0.142,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
132,Cabo Verde,2005.7465750000001,0.614,0.571,0.043,2005.49589,2005.99726,0,DHS,MW,,,,,0,0.167,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
132,Cabo Verde,1988.5,0.238,0.19,0.048,1988,1989,0,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
4,Afghanistan,2000.6229509999998,0.048,0.036,0.012,2000.415301,2000.830601,?,MICS,MW,"Data pertain to Nangarhar, Konar and Laghman, Ghazni, Paktika and Paktya, Logar and Wardak provinces.",,,,1,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
4,Afghanistan,2015.7874505,0.224705077,0.197840789,0.026864288,2015.413699,2016.161202,0,DHS,MW,,,,,0,0.244653465,DHS,FALSE,FALSE,0.08503315,0.043837429,0.030762159,1,1,1
4,Afghanistan,2010.6219175,0.218,0.199,0.019,2010.246575,2010.99726,0,NS,MW,Excluding areas in the South zone.,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
4,Afghanistan,2005.5383565,0.136,0.125,0.011,2005.413699,2005.663014,?,NS,MW,,,,,1,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
4,Afghanistan,2003.4958904999999,0.103,0.087,0.016,2003.413699,2003.578082,?,MICS,MW,,,,,1,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
