iso.j,name.j,years.j,props.tot.j,props.modern.j,props.trad.j,start.j,end.j,age.cat.j,source.j,poptype.j,geo.j,posbias.j,folkbias.j,mod.bias.j,probe.bias.j,props.unmet.j,source.unmet.j,rounded.up,less.than.1.pc,se.logR.trad.nouse,se.logR.modern.nouse,se.logR.unmet.noneed,include.trad.ses,include.modern.ses,include.unmet.ses
4,Afghanistan,2008.141556,0.228,0.152,0.076,2007.619178,2008.663934,0,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
4,Afghanistan,2011.079452,0.2123951,0.202082258,0.010312841,2010.747945,2011.410959,0,MICS,MW,,,,,1,NA,Other,FALSE,FALSE,0.116610939,0.043237573,NaN,1,1,0
4,Afghanistan,2018.5369865,0.189,0.174,0.015,2018.161644,2018.912329,?,NS,EM,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
4,Afghanistan,2006.8082195,0.186,0.175,0.011,2006.70411,2006.912329,?,NS,MW,"Excluding the six largest cities (Kabul, Hirat, Mazar-e-Sharif, Kunduz, Jalalabad and Kandahar), 5 of the 34 provinces in the country and 28 out of the selected 425 clusters where fieldwork was not completed due to security reasons.",,,,1,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
50,Bangladesh,1989.328767,0.315,0.245,0.07,1989.161644,1989.49589,?,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
50,Bangladesh,1991,0.399,0.312,0.087,1991,1991,?,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
50,Bangladesh,2007.412329,0.557903255,0.474569304,0.083333951,2007.161644,2007.663014,0,DHS,MW,,,,,0,0.167874589,DHS,FALSE,FALSE,0.051463823,0.034578216,0.039499422,1,1,1
50,Bangladesh,1994.0383565000002,0.445680515,0.362077118,0.083603397,1993.832877,1994.243836,0,DHS,MW,,,,,0,0.217389289,DHS,FALSE,FALSE,0.048239867,0.035018878,0.035563338,1,1,1
50,Bangladesh,1986.0808215,0.253,0.184,0.069,1985.915068,1986.246575,?,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
50,Bangladesh,1975.5,0.08,0.05,0.03,1975,1976,0,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
50,Bangladesh,1981.4547945,0.186,0.11,0.076,1981.328767,1981.580822,?,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
50,Bangladesh,2000.0393895,0.537712915,0.434698454,0.103014461,1999.832877,2000.245902,0,DHS,MW,,,,,0,0.184725646,DHS,FALSE,FALSE,0.051247595,0.035877468,0.037541513,1,1,1
50,Bangladesh,2014.663014,0.624473122,0.540553028,0.083920093,2014.413699,2014.912329,0,DHS,MW,,,,,0,0.12010011,DHS,FALSE,FALSE,0.054012252,0.02838184,0.046407088,1,1,1
50,Bangladesh,2013.120664,0.61757543,0.592691714,0.024883716,2012.915301,2013.326027,0,MICS,MW,,,,,1,0.138952247,Other,FALSE,FALSE,0.03700405,0.015481321,0.021033735,1,1,1
50,Bangladesh,2001.2465754999998,0.502,0.439,0.063,2001,2001.493151,0,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
50,Bangladesh,1979.8328765,0.121,0.088,0.033,1979.665753,1980,?,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
50,Bangladesh,1997.0385845,0.492414444,0.415627983,0.076786461,1996.833333,1997.243836,0,DHS,MW,,,,,0,0.197996259,DHS,FALSE,FALSE,0.058932405,0.036626906,0.037250849,1,1,1
50,Bangladesh,1983.8739725,0.192,0.138,0.054,1983.747945,1984,?,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
50,Bangladesh,2011.7465750000001,0.612126747,0.520512987,0.091613759,2011.49589,2011.99726,0,DHS,MW,,,,,0,0.134735596,DHS,FALSE,FALSE,0.038736759,0.023031652,0.031618065,1,1,1
50,Bangladesh,2004.2062839999999,0.58066483,0.47288898,0.10777585,2004,2004.412568,0,DHS,MW,,,,,0,0.15193747,DHS,FALSE,FALSE,0.045732447,0.039323823,0.039972169,1,1,1
50,Bangladesh,1989.080938,0.308,0.232,0.076,1988.915301,1989.246575,?,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
288,Ghana,2014.8315065000002,0.257085154,0.213439846,0.043645308,2014.665753,2014.99726,0,PMA,MW,,,,,1,0.34430213,Other,FALSE,FALSE,0.182244513,0.08060038,0.076450815,1,1,1
288,Ghana,1998.5,0.15,0.107,0.043,1998,1999,0,Other,AL,,,,,1,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
288,Ghana,1979.703773,0.095,0.055,0.04,1979.161644,1980.245902,0,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
288,Ghana,2006.205479,0.242,0.168,0.074,2005.665753,2006.745205,0,Other,AL,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
288,Ghana,2011.8315065000002,0.346997831,0.248088247,0.098909584,2011.665753,2011.99726,0,MICS,MW,,,,,1,0.264,Other,FALSE,FALSE,0.079397928,0.044208103,0.042768632,1,1,1
288,Ghana,2014.2479455,0.196192112,0.178304609,0.017887503,2014.084932,2014.410959,0,PMA,MW,,,,,1,0.399878618,Other,FALSE,FALSE,0.327915742,0.085827804,0.061772723,1,1,1
288,Ghana,1991.5,0.105,0.072,0.033,1991,1992,0,Other,AL,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
288,Ghana,2015.4109589999998,0.348168616,0.294507404,0.053661212,2015.328767,2015.493151,0,PMA,MW,,,,,0,0.296841048,Other,FALSE,FALSE,0.116665651,0.080829865,0.080087802,1,1,1
288,Ghana,2006.7054795,0.166317726,0.140079633,0.026238093,2006.580822,2006.830137,0,MICS,MW,,,,,1,NA,Other,FALSE,FALSE,0.144912971,0.067085852,NaN,1,1,0
288,Ghana,2014.8315065000002,0.26674212,0.221905801,0.04483632,2014.665753,2014.99726,0,DHS,MW,,,,,0,0.298971607,DHS,FALSE,FALSE,0.106718553,0.052450767,0.03905529,1,1,1
288,Ghana,1988.2896175,0.128643853,0.051647655,0.076996198,1988.084699,1988.494536,0,DHS,MW,,,,,0,0.352,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
288,Ghana,2008.7896175,0.235160603,0.165734134,0.069426468,2008.666667,2008.912568,0,DHS,MW,,,,,0,0.356676376,DHS,FALSE,FALSE,0.088306403,0.062941275,0.048008306,1,1,1
288,Ghana,1998.9958904999999,0.219683939,0.132978921,0.086705018,1998.832877,1999.158904,0,DHS,MW,,,,,0,0.34738857,DHS,FALSE,FALSE,0.077011733,0.059431366,0.045005321,1,1,1
288,Ghana,2017.789041,0.329556091,0.277164505,0.052391586,2017.665753,2017.912329,0,PMA,MW,,,,,0,0.267351912,Other,FALSE,FALSE,0.129513027,0.11023485,0.123724683,1,1,1
288,Ghana,2003.6630135,0.251745759,0.186649293,0.065096466,2003.49589,2003.830137,0,DHS,MW,,,,,0,0.344760022,DHS,FALSE,FALSE,0.090117732,0.058700759,0.04063893,1,1,1
288,Ghana,2017.6219179999998,0.308,0.25,0.058,2017.413699,2017.830137,0,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
288,Ghana,2013.7041095,0.201694632,0.190546274,0.011148358,2013.49589,2013.912329,0,PMA,MW,,,,,1,0.404581673,Other,FALSE,FALSE,0.302139796,0.087533249,0.059158384,1,1,1
288,Ghana,2016.7472675,0.313065007,0.265333999,0.047731008,2016.581967,2016.912568,0,PMA,MW,,,,,0,0.33040952,Other,FALSE,FALSE,0.185822983,0.079889941,0.06670198,1,1,1
288,Ghana,1993.9123285,0.202559301,0.101123596,0.101435705,1993.665753,1994.158904,0,DHS,MW,,,,,0,0.368913858,DHS,FALSE,FALSE,0.074744537,0.070439329,0.049266848,1,1,1
262,Djibouti,2012.6092895000002,0.19,0.18,0.01,2012.459016,2012.759563,0,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
262,Djibouti,2002.8506849999999,0.086,0.058,0.028,2002.747945,2002.953425,0,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
262,Djibouti,2006.5575345,0.178338261,0.176890211,0.00144805,2006.473973,2006.641096,0,MICS,MW,,,,,1,NA,Other,FALSE,FALSE,0.490723567,0.085178364,NaN,1,1,0
682,Saudi Arabia,2016.3784155,0.246463704,0.2085438,0.037919904,2016.325137,2016.431694,0,NS,MW,Data pertain to nationals of the country.,,,,1,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
682,Saudi Arabia,1996.8730595,0.318,0.285,0.033,1996.666667,1997.079452,0,Other,MW,Data pertain to nationals of the country.,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
804,Ukraine,1999.6219179999998,0.675,0.376,0.299,1999.413699,1999.830137,?,Other,MW,,,,,0,0.175,Other,FALSE,FALSE,NA,NA,NA,0,0,0
804,Ukraine,2007.7041095,0.666505046,0.475361369,0.191143676,2007.49589,2007.912329,0,DHS,MW,,,,,0,0.10109007,DHS,FALSE,FALSE,0.064076482,0.052439046,0.077750984,1,1,1
804,Ukraine,2012.8688525,0.654588684,0.476327309,0.178261375,2012.740437,2012.997268,0,MICS,MW,,,,,0,0.049,Other,FALSE,FALSE,0.084859912,0.063342241,0.084407138,1,1,1
804,Ukraine,2005.9109585,0.655502169,0.584015088,0.071487081,2005.835616,2005.986301,0,MICS,MW,,,,,1,NA,Other,FALSE,FALSE,0.118071986,0.063020194,NaN,1,1,0
116,Cambodia,2014.7054795,0.563162364,0.388134605,0.175027759,2014.413699,2014.99726,0,DHS,MW,,,,,0,0.124604457,DHS,FALSE,FALSE,0.041344215,0.03115738,0.043372275,1,1,1
116,Cambodia,1995,0.126,0.069,0.057,1995,1995,?,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
116,Cambodia,1998.4534245,0.218,0.161,0.057,1998.328767,1998.578082,0,NS,MW,,,Including folk methods.,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
116,Cambodia,2000.331967,0.238060453,0.187565112,0.050495342,2000.084699,2000.579235,0,DHS,MW,,,,,0,0.330476556,DHS,FALSE,FALSE,0.084738886,0.044977551,0.029626297,1,1,1
116,Cambodia,2005.9547945,0.400015302,0.271592669,0.128422633,2005.665753,2006.243836,0,DHS,MW,,,,,0,0.252788244,DHS,FALSE,FALSE,0.050195622,0.03788998,0.031268124,1,1,1
116,Cambodia,2010.789041,0.505395068,0.348733049,0.156662019,2010.49589,2011.082192,0,DHS,MW,,,,,0,0.169492874,DHS,FALSE,FALSE,0.046260013,0.032875439,0.036938882,1,1,1
144,Sri Lanka,1982,0.579,0.319,0.26,1982,1982,0,Other,MW,Excluding the Northern and Eastern Province.,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
144,Sri Lanka,1977,0.486,0.269,0.217,1977,1977,0,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
144,Sri Lanka,1975,0.344,0.202,0.142,1975,1975,0,Other,MW,Excluding the Northern and Eastern Province.,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
144,Sri Lanka,2016.6188525,0.646,0.536,0.11,2016.36612,2016.871585,0,DHS,MW,,,,,0,0.075,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
144,Sri Lanka,1981.5,0.477,0.337,0.14,1981,1982,0,NS,MW,Excluding the Northern and Eastern Province.,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
144,Sri Lanka,1993,0.661,0.436,0.225,1993,1993,0,NS,MW,Excluding the Northern and Eastern Province.,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
144,Sri Lanka,2000.4972675,0.7,0.495,0.205,2000.330601,2000.663934,0,NS,MW,,,,,0,0.182,Other,FALSE,FALSE,NA,NA,NA,0,0,0
144,Sri Lanka,2007.247945,0.684,0.525,0.159,2006.665753,2007.830137,0,DHS,MW,Excluding the Northern Province.,,Including folk methods.,,0,0.073,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
144,Sri Lanka,1987.121918,0.616982182,0.406103194,0.210878987,1987,1987.243836,0,DHS,MW,,,,,0,0.123,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
624,Guinea-Bissau,2006.40137,0.102696058,0.095252744,0.007443314,2006.358904,2006.443836,0,MICS,MW,,,,,1,NA,Other,FALSE,FALSE,0.199137979,0.064787125,NaN,1,1,0
624,Guinea-Bissau,2000.3346995000002,0.076435021,0.044382134,0.032052887,2000.273224,2000.396175,0,MICS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
624,Guinea-Bissau,2014.369863,0.159611432,0.143725904,0.015885528,2014.161644,2014.578082,0,MICS,MW,,,,,1,0.223165628,Other,FALSE,FALSE,0.148836226,0.059038229,0.037726475,1,1,1
624,Guinea-Bissau,2010.3575345,0.142,0.131,0.011,2010.191781,2010.523288,0,MICS,MW,,,,,0,0.06,Other,FALSE,FALSE,NA,NA,NA,0,0,0
31,Azerbaijan,2000.6202185000002,0.550748363,0.166744621,0.384003742,2000.581967,2000.65847,0,MICS,MW,,,,,1,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
31,Azerbaijan,2011.7054795,0.549,0.139,0.41,2011.580822,2011.830137,0,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
31,Azerbaijan,2001.4123285,0.554,0.119,0.435,2001.246575,2001.578082,?,Other,MW,,,,,0,0.115,Other,FALSE,FALSE,NA,NA,NA,0,0,0
31,Azerbaijan,2006.7041095,0.51131389,0.142876542,0.368437348,2006.49589,2006.912329,0,DHS,MW,,,,,0,0.1540406,DHS,FALSE,FALSE,0.050775299,0.063018527,0.053042072,1,1,1
231,Ethiopia,2005.4547945,0.147175523,0.139038461,0.008137062,2005.246575,2005.663014,0,DHS,MW,,,,,0,0.360935134,DHS,FALSE,FALSE,0.135482981,0.06073471,0.035404125,1,1,1
231,Ethiopia,2014.1753425000002,0.42,0.404,0.016,2014.024658,2014.326027,0,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
231,Ethiopia,2011.1630135,0.286140567,0.273369627,0.01277094,2010.915068,2011.410959,0,DHS,MW,,,,,0,0.262929979,DHS,FALSE,FALSE,0.171690655,0.056990263,0.040876514,1,1,1
231,Ethiopia,1997,0.033,0.028,0.005,1997,1997,0,NS,MW,"Data pertain to urban areas and rural areas of Guraghe, Hadiya, North Omo, Timbaro (K.A.T.) and Sidamo.",+,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
231,Ethiopia,2014.8726025,0.350464706,0.342096172,0.008368534,2014.747945,2014.99726,0,PMA,MW,,,,,0,0.263912746,Other,FALSE,FALSE,0.239011361,0.096095799,0.077425428,1,1,1
231,Ethiopia,2014.121918,0.332479795,0.329107232,0.003372563,2014,2014.243836,0,PMA,MW,,,,,0,0.285925051,Other,FALSE,FALSE,0.261001356,0.101773953,0.088984534,1,1,1
231,Ethiopia,2017.327397,0.365555026,0.354585576,0.01096945,2017.246575,2017.408219,0,PMA,MW,,,,,0,0.227242052,Other,FALSE,FALSE,0.186009957,0.088008713,0.064501443,1,1,1
231,Ethiopia,2018.4958904999999,0.400837806,0.383538719,0.017299086,2018.413699,2018.578082,0,PMA,MW,,,,,0,0.205757226,Other,FALSE,FALSE,0.190483806,0.082137099,0.072535515,1,1,1
231,Ethiopia,1990,0.048,0.029,0.019,1990,1990,0,NS,MW,"Excluding Eritrea, Tigray, Asseb, Ogaden, parts of Gondar and Wello and nomadic populations.",+,Including folk methods.,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
231,Ethiopia,2016.247268,0.358843167,0.351892034,0.006951133,2016,2016.494536,0,DHS,MW,,,,,0,0.223036313,DHS,FALSE,FALSE,0.157233885,0.055508676,0.045988104,1,1,1
231,Ethiopia,2015.328767,0.369581967,0.360137366,0.009444601,2015.246575,2015.410959,0,PMA,MW,,,,,0,0.244640057,Other,FALSE,FALSE,0.293778914,0.086014595,0.060035461,1,1,1
231,Ethiopia,2000.2486334999999,0.080780885,0.063286588,0.017494297,2000.084699,2000.412568,0,DHS,MW,,,,,0,0.365639944,DHS,FALSE,FALSE,0.118938696,0.074870556,0.039528586,1,1,1
231,Ethiopia,2016.2459015,0.392462132,0.374867314,0.017594818,2016.163934,2016.327869,0,PMA,MW,,,,,0,0.23965837,Other,FALSE,FALSE,0.196594392,0.081026588,0.080112568,1,1,1
414,Kuwait,1994,0.499,0.474,0.025,1994,1994,?,NS,MW,Data pertain to Kuwait City and Jahra.,+,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
414,Kuwait,1999,0.522,0.393,0.129,1999,1999,0,NS,MW,,+,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
414,Kuwait,1996,0.502,0.409,0.093,1996,1996,0,Other,MW,Data pertain to nationals of the country.,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
414,Kuwait,1987,0.346,0.317,0.029,1987,1987,0,Other,MW,Data pertain to nationals of the country.,,,,1,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
414,Kuwait,1984.5,0.39,0.373,0.017,1984,1985,0,NS,MW,,+,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
104,Myanmar,2007.2589039999998,0.41,0.384,0.026,2007.49589,2007.021918,0,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
104,Myanmar,2001,0.325,0.289,0.036,2001,2001,0,NS,MW,,,,,0,0.191,Other,FALSE,FALSE,NA,NA,NA,0,0,0
104,Myanmar,1991,0.169,0.136,0.033,1991,1991,0,NS,MW,,,,,0,0.206,Other,FALSE,FALSE,NA,NA,NA,0,0,0
104,Myanmar,1997.2863015,0.328,0.283,0.045,1997.161644,1997.410959,0,NS,MW,,,,,0,0.191,Other,FALSE,FALSE,NA,NA,NA,0,0,0
104,Myanmar,2009.9958905,0.461,0.458,0.003,2009.747945,2010.243836,0,MICS,EM,,,,,1,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
104,Myanmar,2016.2471515,0.522431508,0.512750859,0.009680649,2015.915068,2016.579235,0,DHS,MW,,,,,0,0.162404669,DHS,FALSE,FALSE,0.160926379,0.033153868,0.038942279,1,1,1
646,Rwanda,2015.079452,0.532487769,0.466430395,0.066057374,2014.832877,2015.326027,0,DHS,MW,,,,,0,0.189465896,DHS,FALSE,FALSE,0.058789454,0.032560178,0.039537734,1,1,1
646,Rwanda,1992.6229509999998,0.21175155,0.129132936,0.082618614,1992.415301,1992.830601,0,DHS,MW,,,,,0,0.382155384,DHS,FALSE,FALSE,0.075850936,0.076461105,0.043550911,1,1,1
646,Rwanda,2005.3315069999999,0.173819185,0.098104574,0.075714611,2005.084932,2005.578082,0,DHS,MW,,,,,0,0.384657569,DHS,FALSE,FALSE,0.059221194,0.055814217,0.032759825,1,1,1
646,Rwanda,2010.9547945,0.515833306,0.4450373,0.070796006,2010.665753,2011.243836,0,DHS,MW,,,,,0,0.208001766,DHS,FALSE,FALSE,0.051340477,0.029843429,0.038818259,1,1,1
646,Rwanda,2008.1214685,0.363714234,0.270894494,0.092819739,2007.915068,2008.327869,0,NS,MW,,,,,0,0.343638212,Other,FALSE,FALSE,0.079000023,0.053778093,0.044602243,1,1,1
646,Rwanda,1983,0.11,0.009,0.101,1983,1983,0,Other,MW,,+,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
646,Rwanda,2000.5396175,0.132443907,0.056663351,0.075780555,2000.415301,2000.663934,0,DHS,MW,,,,,0,0.363748063,DHS,FALSE,FALSE,0.061133649,0.092395582,0.036321296,1,1,1
646,Rwanda,1996,0.137,0.071,0.066,1996,1996,+,NS,AL,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
642,Romania,1999.6630135,0.638,0.295,0.343,1999.49589,1999.830137,?,Other,MW,,,,,1,0.056,Other,FALSE,FALSE,NA,NA,NA,0,0,0
642,Romania,2004,0.704,0.382,0.322,2004,2004,?,Other,MW,,,,,0,0.119,Other,FALSE,FALSE,NA,NA,NA,0,0,0
642,Romania,1993,0.573,0.139,0.434,1993,1993,?,Other,MW,,,,,1,0.114,Other,FALSE,FALSE,NA,NA,NA,0,0,0
642,Romania,1978.4958904999999,0.581,0.053,0.528,1978.413699,1978.578082,0,Other,EM,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
642,Romania,2005.9054795,0.699,0.505,0.194,2005.849315,2005.961644,+,Other,MW,,,,+,1,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
504,Morocco,2011.0383565000002,0.674,0.586,0.088,2010.832877,2011.243836,0,DHS,MW,,,,,0,0.109,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
504,Morocco,1992.1639344999999,0.415005862,0.35541227,0.059593591,1992,1992.327869,0,DHS,MW,,,,,0,0.234857366,DHS,FALSE,FALSE,0.108988748,0.068610524,0.046722918,1,1,1
504,Morocco,1983.5,0.255,0.212,0.043,1983,1984,0,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
504,Morocco,2003.9545735000002,0.629877502,0.547757593,0.082119909,2003.747945,2004.161202,0,DHS,MW,,,,,0,0.118713926,DHS,FALSE,FALSE,0.054927154,0.029565548,0.042110366,1,1,1
504,Morocco,1987.4534245,0.358573792,0.289652637,0.068921154,1987.328767,1987.578082,0,DHS,MW,,,,,0,0.22,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
504,Morocco,1997.8315065000002,0.584,0.488,0.096,1997.665753,1997.99726,0,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
504,Morocco,1979.5,0.194,0.164,0.03,1979,1980,0,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
504,Morocco,2018,0.708,0.591,0.117,2018,2018,0,DHS,MW,,,,,0,0.113,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
504,Morocco,1995.328767,0.503,0.424,0.079,1995.246575,1995.410959,0,NS,MW,,,,,0,0.161,Other,FALSE,FALSE,NA,NA,NA,0,0,0
426,Lesotho,1977.6219175,0.06,0.03,0.03,1977.246575,1977.99726,0,Other,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
426,Lesotho,1991.5,0.232,0.189,0.043,1991,1992,0,NS,AL,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
426,Lesotho,2014.8315065000002,0.60150567,0.597944207,0.003561462,2014.665753,2014.99726,0,DHS,MW,,,,,0,0.184279536,DHS,FALSE,FALSE,0.333779955,0.046976725,0.063222994,1,1,1
426,Lesotho,2011.3328765,0.63422777,0.608444598,0.025783173,2011.290411,2011.375342,?,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
426,Lesotho,2004.8744295000001,0.373001816,0.351793212,0.021208604,2004.666667,2005.082192,0,DHS,MW,,,,,0,0.309804127,DHS,FALSE,FALSE,0.126597663,0.047362651,0.047029051,1,1,1
426,Lesotho,2009.9150685,0.470288032,0.456233169,0.014054864,2009.747945,2010.082192,0,DHS,MW,,,,,0,0.232786722,DHS,FALSE,FALSE,0.16004459,0.04351837,0.056131502,1,1,1
426,Lesotho,2018,0.649305733,0.645746329,0.003559404,2018,2018,0,MICS,MW,,,,,1,0.160081687,Other,FALSE,FALSE,NA,NA,NA,0,0,0
426,Lesotho,2002,0.406,0.347,0.059,2002,2002,?,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
426,Lesotho,2001.4273975,0.406,0.361,0.045,2001.361644,2001.493151,?,NS,MW,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
426,Lesotho,2000.288251,0.30431331,0.295845462,0.008467849,2000.163934,2000.412568,0,MICS,MW,,,,,1,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
894,Zambia,1996.78973,0.258809586,0.143729053,0.115080533,1996.497268,1997.082192,0,DHS,MW,,,,,0,0.252070874,DHS,FALSE,FALSE,0.060358938,0.055573918,0.041747954,1,1,1
894,Zambia,2018.579452,0.495,0.471,0.024,2018.413699,2018.745205,0,DHS,MW,,,,,0,0.197,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
894,Zambia,1992.2062839999999,0.150476156,0.088928593,0.061547563,1992,1992.412568,0,DHS,MW,,,,,0,0.300258505,DHS,FALSE,FALSE,0.088186815,0.076692203,0.041256507,1,1,1
894,Zambia,2007.538356,0.407630695,0.326659432,0.080971263,2007.246575,2007.830137,0,DHS,MW,,,,,0,0.26593859,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
894,Zambia,2013.9534245,0.490166316,0.446391075,0.043775242,2013.580822,2014.326027,0,DHS,MW,,,,,0,0.211480821,DHS,FALSE,FALSE,0.079144458,0.030795437,0.034227654,1,1,1
894,Zambia,2002.121918,0.34202404,0.253281605,0.088742435,2001.832877,2002.410959,0,DHS,MW,,,,,0,0.275358478,DHS,FALSE,FALSE,0.062782338,0.053706128,0.040956426,1,1,1
430,Liberia,2007.1205475000002,0.114480325,0.102594557,0.011885767,2006.915068,2007.326027,0,DHS,MW,,,,,0,0.35610846,DHS,FALSE,FALSE,0.176193026,0.090758064,0.051892082,1,1,1
430,Liberia,2016.7896175,0.31,0.3,0.01,2016.666667,2016.912568,0,NS,AL,,,,,0,NA,Other,FALSE,FALSE,NA,NA,NA,0,0,0
430,Liberia,1986.3315069999999,0.064221668,0.055422731,0.008798937,1986.084932,1986.578082,0,DHS,MW,,,,,0,0.328,DHS,FALSE,FALSE,NA,NA,NA,0,0,0
430,Liberia,2013.369863,0.202351203,0.1906418,0.011709404,2013.161644,2013.578082,0,DHS,MW,,,,,0,0.311019477,DHS,FALSE,FALSE,0.396444119,0.084554117,0.050183478,1,1,1
417,Kyrgyzstan,2012.7896175,0.362918752,0.336707231,0.026211521,2012.581967,2012.997268,0,DHS,MW,,,,,0,0.180211075,DHS,FALSE,FALSE,0.108244088,0.037256639,0.048627567,1,1,1
417,Kyrgyzstan,2014.40137,0.419186452,0.399405209,0.019781243,2014.309589,2014.493151,0,MICS,MW,,,,,0,0.190958963,Other,FALSE,FALSE,0.117617058,0.042019496,0.050768531,1,1,1
417,Kyrgyzstan,2018.768493,0.393763412,0.378108681,0.015654731,2018.665753,2018.871233,0,MICS,MW,,,,,0,0.197347192,Other,FALSE,FALSE,NA,NA,NA,0,0,0
417,Kyrgyzstan,2006.0260275,0.477611081,0.457230538,0.020380542,2005.961644,2006.090411,0,MICS,MW,,,,,1,NA,Other,FALSE,FALSE,0.168821979,0.056771917,NaN,1,1,0
417,Kyrgyzstan,1997.7465754999998,0.595429059,0.488830826,0.106598233,1997.580822,1997.912329,0,DHS,MW,,,,,0,0.118361273,DHS,FALSE,FALSE,0.088121227,0.066950728,0.068457162,1,1,1
388,Jamaica,1989,0.545999518,0.512079701,0.033919817,1989,1989,0,Other,MW,,,,,0,0.206,Other,FALSE,FALSE,NA,NA,NA,0,0,0
388,Jamaica,2008.870664,0.61,0.562,0.048,2008.415301,2009.326027,0,Other,MW,,,,,0,0.1,Other,FALSE,FALSE,NA,NA,NA,0,0,0
388,Jamaica,2002.5,0.691,0.661,0.03,2002,2003,0,Other,MW,,,,,0,0.117,Other,FALSE,FALSE,NA,NA,NA,0,0,0
